testId,21,22,23,24,25,26,5,6,7,8,91,92,93,94,95,96,timeSpent,uid
72255,,1,1,,1,1,,,,1,,1,1,,1,1,128,425dbabc24091907d6e6
72265,,,,,,1,,,,1,,,,,,1,137,113ab1b827a64a9ca403
72277,,,,,,1,1,,,,,,,,,1,97,6eacf51fb8ae2bf0fbef
72391,,1,1,,1,,,,1,,1,,,1,,,224,254ec965da30af0efda9
72421,,1,1,,1,1,,1,,,,1,1,,1,1,182,779720a86a20d8028fb8
72424,,,,,,1,,1,,,,1,,,,1,144,5da55ab384ed97d7ff94
72495,,1,1,,1,1,,,,1,,1,,,1,1,285,2645a9001ebbca58e748
72765,,,,,,1,,,,1,,,,,1,1,258,6474e531b61d1c298665
72981,,1,1,,1,1,,,1,,,1,1,,1,1,177,abe6fed0b1c29b35e5c2
72994,,1,,,,,,,,1,1,,,,,,114,b11b126565fed4014814
72634,,,,,,1,,1,,,,,1,,,1,177,5496ee6c5e1179fb7f8f
72948,,1,1,1,1,1,,,1,,,,,,,,78,93b6faa838da6855f121
73333,,1,1,,1,,,1,,,,,1,,1,1,206,a7218a5bd8f15b676e62
73555,,,,,,1,,,,1,,,1,,1,1,106,c0607cf2293dbe01d3ed
73627,,,,1,,1,,,,1,,,1,,,1,172,ff9e5b850516078820ae
73629,,,1,,,1,,,1,,,1,1,,,1,75,ff9e5b850516078820ae
73649,,1,,,,1,,,,1,,,,,1,1,118,9482e3a34cf39290189f
73737,,1,1,,1,1,,,,1,,1,1,,1,1,185,b54bba93647f4d149a6e
73744,,1,1,,1,1,1,,,,,1,1,,1,1,160,b4211abe38812cefe995
73845,,1,,,1,1,,1,,,,1,,,,1,76,b268bbe24a659fd07775
73876,,,,,,1,,,,1,,,1,1,1,1,93,643505aca0cda16756c0
73887,,,1,,1,1,,1,,,,,1,,1,1,85,f07b8833c6b68a83671e
73913,,,,1,,1,,1,,,,,1,,1,1,110,4a6669d76845a4771177
73920,,,,1,,1,,,1,,,,,,,1,97,d5c963799e15fb2b6b32
73944,,1,1,,1,1,1,,,,,1,1,,1,1,100,5e9bd9fa0e2b2c1d65c5
73986,1,,,,1,,,1,,,,1,,,,,118,73a428ea8827ffb7687a
73418,,,,,,,,,,,,,,,,,21,4a1f0fa3dcffd49aab23
73493,,,1,,1,1,,,1,,,1,1,,1,1,977,77069c60f8d57e2232c1
73770,,,,,,1,,,,,,,,,,,50,8da30b1ecf285ec0fe17
77626,,1,1,,1,1,1,,,,,1,1,,1,1,80,7bd53527331361fcdde9
77638,,,,,,1,,,1,,,,,,1,1,93,1b5d2c00395744fd5521
77646,,,1,,1,1,,1,,,,,1,,1,1,46,1b5d2c00395744fd5521
77658,,,1,1,,1,1,,,,,1,1,,,1,103,55f660a87f5bb7a72743
77679,,1,1,1,1,1,,1,,,,1,1,1,,1,116,1a7ce6b39b141127d5fe
77682,,1,1,1,1,1,1,,,,,1,1,,1,1,66,1a7ce6b39b141127d5fe
77702,,,,,,1,,,,1,,,,,,1,83,ac1856e16b24e85fb4c3
77712,,,,,,1,,,1,,,,,,,1,74,09ae670f8131c3753a7b
77718,,,,,,1,,,1,,,,,,,1,81,09ae670f8131c3753a7b
77726,,,,,,,,,,1,,,,,,1,67,09ae670f8131c3753a7b
77731,,1,,,,1,,1,,,,,,,,1,118,aa3b0013d4a833374eb0
77835,,,,,,1,,,,1,,,,,,1,87,9f1d30bab7b34996372b
77836,,1,1,,1,1,,,,1,,1,1,,1,1,112,f53d421fc139778687b9
77848,,1,1,,1,1,,,,1,,1,1,,1,1,47,f53d421fc139778687b9
77850,,1,1,,1,,,,,1,,1,1,,,1,81,21e098f4a89531cb3893
77861,,,1,,1,1,1,,,,,,1,,1,1,57,21e098f4a89531cb3893
77898,,,,,,1,,,,1,,,,,,1,208,4cf7006d70c72e2eafef
77927,,,1,,1,1,,,1,,,1,1,,1,1,131,144384d690abccfb5437
77961,,1,,,,1,,,,1,,1,,,,1,105,97ad77b818216e3a10d0
77969,,1,1,,1,1,1,,,,,1,1,,1,1,131,6941cbbad56e6371daf3
78020,,1,1,,1,1,,1,,,,1,1,,1,1,76,144384d690abccfb5437
78056,,1,1,,1,1,,,1,,,1,1,,1,1,132,66c71dedc4a7a17226a0
78084,,,,,,1,1,,,,,,,,,,61,a325d1e171f2c6f2b01e
78125,,1,1,,1,1,1,,,,,1,1,,1,1,108,6106eca228f0c1a5d7e1
78202,,,,,,1,,,1,,,1,,,,1,121,ea11538b2cac3118d30d
78226,,,,,,1,1,,,,,1,1,,1,1,88,5fe00c2a37d32ce8ae77
78231,,,1,,1,1,,1,,,,,,,,1,77,be0372abb9ed5e25665d
78255,,,,,,1,,,1,,,1,1,,1,1,116,1b141272be5878f8ca57
78361,,1,1,,1,1,,,,1,,,1,,1,1,110,d5ab19f1de7ae62973a9
78422,,,,,,1,,,,1,,,1,,1,1,86,1bd4d6853f4709dcd535
78429,,1,1,,1,1,1,,,,,1,1,,1,1,120,84440b6e2f7300a5b464
78435,,,,,1,,1,,,,,,,,1,,104,770e8a9799d756bc4bd2
78544,,,1,,1,1,1,,,,,,1,,1,1,118,76e2e7eabc164192aa7f
78558,,,1,,,,,,,1,,,1,,1,1,73,5c761f5779f2b6ff77e3
78600,,1,1,,1,1,,,1,,,1,1,,1,1,97,7b9a1acea6643e7f6ce0
78601,,1,1,,1,1,,,1,,,1,1,,1,1,109,1f6536fa86ccda3af638
78663,,,1,,,1,1,,,,,1,1,,,1,153,07766a2eacd70f5f4547
78702,,1,1,,,1,,1,,,,1,1,,1,1,150,b69b4a5799e20fac1dfa
78742,,,,,,1,,1,,,,,,,,1,64,d6b3439e0e87cad426f3
78753,,1,1,,1,1,,,,1,,1,1,,1,1,92,2df37b5aec4da689866b
78773,,,,,,1,,,1,,,,,,,1,85,74894d2b11ebadc40a9d
78796,,,1,,1,1,,,,1,,,1,,1,1,103,435a3301770d6bb405d5
78824,,,,,,1,,1,,,,,,,,1,86,8209f8fec129df7da99f
78854,,1,,,,,1,,,,,1,1,,,1,83,263d3a7d3bf36428ae39
78888,,,,,,1,,,1,,,,1,,1,1,93,bb1e5ff5f008fd10233a
78896,,1,1,,,1,,,,1,,1,1,,1,1,105,6860bdfe49b67ff5a463
78907,,1,1,,1,1,1,,,,,1,1,,1,1,83,bb1e5ff5f008fd10233a
78898,,,1,,,1,,,,1,,1,,,1,1,164,43f482f097ef0d3724fa
78939,,,,,,1,,1,,,,1,1,,1,1,132,296614fa8fcc7dabd019
79025,,,,,,1,1,,,,,1,,,,,224,c6e577d220a5aec27386
79077,,,,,,1,,,,1,,,,,,1,58,fe4370bb45713906279f
79075,,,1,,1,1,,1,,,,,1,,1,1,69,461477ab6ab7b78e28b9
79084,,,1,,1,1,,,1,,,,1,,1,1,93,7e5d956888733c4066cc
79098,,,,,,1,,,,1,,,,,,1,92,5fcd935bc6d3fb75ee41
79110,,1,1,,,1,,,,1,,1,1,,,1,167,0e40a8da95c26d4b96e7
79207,,,,,,1,,,1,,,1,,,,1,72,959ad05d055cd42dc107
79219,,1,1,,1,1,1,,,,,1,1,,1,1,56,959ad05d055cd42dc107
79224,,1,1,,,1,,,1,,,1,1,,,1,120,09e2f8ddc3b99329c679
79235,,1,1,,,1,1,,,,,1,,,,1,167,78859706823ae662a078
79255,,1,1,1,1,1,,,1,,,1,1,1,1,1,136,e5ba5eaf565a80723f83
79274,,,,,,1,1,,,,,1,,,,1,81,0a7206165eb399fa1559
79272,,1,,,1,1,,,1,,,,,,1,1,156,a4d488de676ae54cd0be
79293,,1,,,1,1,,1,,,,1,1,,1,1,69,a4d488de676ae54cd0be
79297,,1,1,,,1,1,,,,,,1,,,1,150,36b6eaa336a44e6c1da1
79333,,1,1,1,1,1,,1,,,,,1,,1,1,121,17ffb86c2218f3df5db7
79339,,1,1,,1,1,,,1,,,1,1,,1,1,115,0b0b032aa7235f8c0c7e
79451,,,1,,1,1,1,,,,,,1,,1,1,110,4a1482533941026c22c1
79475,,,,,,1,,,1,,,,,,,1,102,f343be8474dbc8ada506
79536,1,,1,1,,1,1,,,,,,1,1,1,1,111,aa913018a9a7bad95d58
79607,,,,,,1,1,,,,,,,,,1,92,925b3673a6e9308d89c3
79610,,,,,,1,,1,,,,1,,,,1,70,16423a5dec5862f4b63c
79604,,,,,,1,,1,,,,,1,,,1,119,3698630db512e9f51682
79601,,,1,,,1,1,,,,,1,1,,,1,253,3ee8bbe43e97062b5c39
79662,,,1,,1,1,,1,,,,,1,,1,1,110,cdebba616ca7b0f03dd1
79665,,,1,,1,1,,,1,,,1,1,,,1,197,19ddbfc550e57479dfc1
79686,,1,1,,1,1,,,,1,,1,1,,1,1,105,666595d563f067b5c93f
79683,,,,,,1,,,,1,,,,,,1,141,deaa8bf0395c88176672
79700,,,,,,1,1,,,,,1,1,,1,1,135,3fb5e007a0984f2a0320
79719,,,,,,1,1,,,,,,1,,1,1,80,011d6a1e6eeafd664d3e
79761,,1,1,,1,1,,,,1,,1,1,,1,1,104,647928ed313c5083e831
79784,,,,,,1,1,,,,,,,,,1,77,88df5806a717af081fb8
79792,,1,,,,,,1,,,,,,,,1,90,e662035f1821676f746b
79881,,1,1,,1,1,1,,,,,1,1,,1,1,102,76845e777904bf4892e7
79889,,1,,1,,1,,,,1,,1,1,,,1,141,2a2e4c69aea6f174d68e
79990,,,,,,1,,,,1,,,,,,1,58,7d8069afaa99d55dd1a0
79982,,,,,,1,,,,1,,,,,,1,126,80bda1f9473381687e9b
79986,,,1,,1,1,,,,1,,1,1,,1,1,149,28cd31cb0e36055c81da
80010,1,1,1,,,1,,1,,,,1,1,,1,1,114,a0bb435060aff4c0c3f6
80065,1,1,1,,1,1,,,,1,1,1,1,,1,1,172,ad7e5c54b7c066f87412
80087,,1,1,,1,1,,,1,,,1,1,,1,1,102,7f049ca9b31eb3d10a82
80089,,1,1,,1,1,,,,1,,1,1,,1,1,140,70a42cf3e060c3cca8e6
80155,1,,,,,,,1,,,,1,1,,,1,86,92bc4acb5f4bc5b74610
80165,,,,,,1,,,,1,,,,,,1,53,a8d4c1e1be0fdd33969a
80167,,,,,,1,1,,,,,1,,,,,66,95c39a9ec40e7000150c
80170,,1,1,,1,1,,,1,,,1,1,,1,1,127,b2b014b4ea270505f48a
80275,,1,1,,1,1,1,,,,,1,1,,1,1,72,76845e777904bf4892e7
80269,,1,1,1,,1,,,,1,,,1,,,1,195,be03f3455378ce347456
80295,,,,,,1,,1,,,,,,,,1,61,5eed3c571276e058f62e
80315,,,,,,1,1,,,,,,,,,1,101,0c868e8ca22b07efc39d
80324,,,,,,1,,,,1,,,,,,1,73,9198feac63c7e9c197f2
80350,,1,1,1,1,1,,,1,,,1,1,1,1,1,148,9140a5788b90c4ab872b
80356,,,,,,1,1,,,,,,,,,1,160,969330d9281d8351e847
80375,,1,,,,1,1,,,,,1,,,,1,124,969330d9281d8351e847
80420,,1,1,,1,1,1,,,,,1,1,,1,1,95,0747be0951084a419c68
80442,,,,,,1,,,,1,,,,,,1,84,0d210c819af888df135d
80453,,1,1,,1,1,1,,,,,1,1,,1,1,86,0d210c819af888df135d
80474,,,,,,1,,1,,,,,,,,1,99,2da8eb0d1790081c32c4
80565,,,,,,1,,,1,,,,,,,1,72,3b68ab7e7ac17862f6f4
80558,,1,,,,1,1,,,,,1,,,,1,107,99b0f09ed6fecfcdcda8
80602,,1,1,1,1,1,,,,1,,1,1,1,1,1,62,9140a5788b90c4ab872b
80637,,1,,1,1,1,1,,,,,1,,,,1,119,85394033d54f5b778b5a
80722,,,,1,,1,,,,1,,1,,,,1,184,51d2fa7d46020369f800
80762,,,1,,1,1,,,,1,,,1,,1,1,113,b46ebc46959af37e85b2
80863,,,,,1,1,1,,,,,1,,,1,1,120,13d20fa4245d995c0548
80862,,1,1,,1,1,1,,,,,1,1,,1,1,128,1a20358f15647b55ef53
81012,,,1,1,1,1,1,,,,,,1,,1,1,99,bb70635c028842605ccf
81092,,,,1,,1,1,,,,,1,,,,1,154,3ca38bf247e110f72cf1
81123,,,,1,,,,,,1,,,,,,1,79,cfdb0afeeb5163efc912
81183,,,,,,1,1,,,,,,1,,1,1,147,f40c5fef49f51b5b19a8
