gameid,uid,age,gender,device,round,reactTime,nonword,justiceWord,correct,NumChars,accuracy,rounds,chain
75869,84a27da702578c2bd0a8,3,0,1,107,908,0,1,1,9,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,108,775,0,0,1,5,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,109,1191,1,0,1,7,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,110,1554,1,0,1,4,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,111,937,0,0,0,7,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,112,871,0,1,1,4,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,113,751,0,0,1,6,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,114,1082,0,0,1,6,0.866666666667,15.0,121
75869,84a27da702578c2bd0a8,3,0,1,115,798,0,1,1,4,0.866666666667,15.0,121
75891,874134aa04969e87e937,3,0,1,101,873,0,1,1,5,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,102,890,0,0,1,7,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,103,733,0,1,1,9,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,104,690,0,0,1,5,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,105,815,0,1,1,10,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,106,826,1,0,0,8,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,107,842,1,0,1,5,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,108,671,1,0,1,4,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,109,671,0,0,1,5,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,110,812,0,1,1,9,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,111,670,0,0,1,6,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,112,733,1,0,0,6,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,113,800,0,1,1,5,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,114,536,0,0,1,6,0.866666666667,15.0,310
75891,874134aa04969e87e937,3,0,1,115,873,1,0,1,6,0.866666666667,15.0,310
75906,234b66a5a7604b6f6d13,3,1,1,101,1210,1,0,1,8,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,102,650,1,0,0,7,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,103,738,0,1,1,5,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,104,918,0,0,0,7,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,105,525,0,1,1,5,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,106,775,1,0,1,4,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,107,587,0,1,1,4,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,108,951,0,0,1,7,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,109,894,0,1,1,9,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,110,731,0,0,1,6,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,111,640,0,0,1,6,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,112,1985,0,1,1,9,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,113,595,0,0,1,6,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,114,643,1,0,1,6,0.866666666667,15.0,238
75906,234b66a5a7604b6f6d13,3,1,1,115,987,1,0,1,6,0.866666666667,15.0,238
75916,9a2cae841e673241e75a,3,1,1,101,1114,1,0,1,7,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,102,575,0,1,1,5,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,103,1178,1,0,1,7,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,104,521,0,1,1,4,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,105,593,0,0,1,5,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,106,550,0,1,1,4,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,107,569,0,1,1,4,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,108,941,1,0,1,6,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,109,689,0,1,1,10,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,110,1171,1,0,1,9,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,111,777,1,0,1,6,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,112,514,0,0,1,5,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,113,1062,0,0,1,7,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,114,1064,0,0,1,7,1.0,15.0,29
75916,9a2cae841e673241e75a,3,1,1,115,663,0,0,1,6,1.0,15.0,29
75949,ef1aa9e17ce5c8082318,3,0,1,101,1797,0,0,1,7,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,102,1112,1,0,1,8,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,103,794,1,0,1,4,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,104,687,0,0,1,6,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,105,688,0,1,1,4,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,106,606,0,1,1,9,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,107,428,0,0,1,7,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,108,504,0,1,1,5,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,109,604,0,1,1,4,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,110,719,0,1,1,5,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,111,493,0,0,1,6,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,112,1558,1,0,1,7,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,113,856,1,0,1,6,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,114,747,1,0,1,6,1.0,15.0,9
75949,ef1aa9e17ce5c8082318,3,0,1,115,621,0,0,1,6,1.0,15.0,9
75971,84a27da702578c2bd0a8,3,0,1,101,1368,0,1,1,4,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,102,1173,1,0,1,4,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,103,966,0,0,1,6,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,104,1332,0,1,1,4,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,105,1301,0,1,1,5,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,106,1196,1,0,1,6,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,107,1483,0,1,1,9,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,108,1843,1,0,1,8,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,109,1893,1,0,0,6,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,110,1468,0,0,1,6,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,111,1452,0,0,1,7,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,112,1302,0,1,1,4,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,113,1829,0,0,1,7,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,114,1297,0,0,1,7,0.933333333333,15.0,
75971,84a27da702578c2bd0a8,3,0,1,115,1213,1,0,1,6,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,101,1247,1,0,1,6,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,102,500,0,1,1,4,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,103,874,0,0,1,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,104,571,0,1,1,4,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,105,561,0,0,1,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,106,721,1,0,1,8,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,107,485,0,1,1,9,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,108,449,0,0,1,5,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,109,550,1,0,1,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,110,521,0,0,1,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,111,779,1,0,1,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,112,943,0,0,0,7,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,113,515,0,1,1,5,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,114,1576,1,0,1,9,0.933333333333,15.0,
75982,ef1aa9e17ce5c8082318,3,0,1,115,445,0,1,1,4,0.933333333333,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,101,470,0,1,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,102,549,1,0,1,4,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,103,716,1,0,1,6,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,104,507,0,0,1,6,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,105,756,0,0,1,7,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,106,531,0,1,1,4,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,107,672,0,0,1,6,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,108,604,1,0,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,109,558,0,1,1,4,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,110,498,0,1,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,111,441,0,1,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,112,525,1,0,1,4,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,113,572,0,0,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,114,497,0,0,1,5,1.0,15.0,
75989,ef1aa9e17ce5c8082318,3,0,1,115,530,1,0,1,6,1.0,15.0,
75995,b43d13df4381f493a9cf,3,1,1,101,937,0,1,1,10,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,102,1000,0,0,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,103,1328,0,0,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,104,1052,1,0,1,8,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,105,1638,0,1,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,106,953,1,0,1,6,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,107,1439,0,1,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,108,1045,1,0,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,109,4255,1,0,1,7,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,110,874,0,1,1,9,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,111,1263,0,0,1,7,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,112,1049,0,0,1,7,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,113,1135,0,0,1,7,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,114,1848,1,0,1,5,1.0,15.0,154
75995,b43d13df4381f493a9cf,3,1,1,115,955,0,1,1,4,1.0,15.0,154
75996,77d9e1cd9d8fe73d581e,3,0,1,101,783,1,0,0,8,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,102,768,0,1,1,10,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,103,2180,0,0,1,7,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,104,1549,0,0,1,7,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,105,1114,1,0,1,9,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,106,704,0,1,1,9,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,107,798,0,1,1,5,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,108,2038,0,1,1,5,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,109,783,0,0,1,6,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,110,1045,0,0,1,7,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,111,689,0,1,1,10,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,112,690,1,0,0,10,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,113,674,1,0,1,8,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,114,861,1,0,0,10,0.8,15.0,397
75996,77d9e1cd9d8fe73d581e,3,0,1,115,1081,0,0,1,5,0.8,15.0,397
76019,d8c03b5f9344a94f5ec1,3,1,1,101,1098,0,0,1,6,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,102,911,0,1,1,5,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,103,1712,0,0,1,7,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,104,1159,0,0,1,5,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,105,1597,0,1,1,4,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,106,2673,0,0,1,6,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,107,1014,1,0,1,8,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,108,1102,0,1,1,4,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,109,1017,0,1,1,10,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,110,1896,1,0,1,6,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,111,4478,0,0,1,7,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,112,2785,1,0,0,7,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,113,2477,1,0,1,7,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,114,3031,0,1,1,4,0.933333333333,15.0,356
76019,d8c03b5f9344a94f5ec1,3,1,1,115,2339,1,0,1,5,0.933333333333,15.0,356
76041,14bdbae34d6ec9f06690,3,0,1,101,1610,1,0,1,8,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,102,688,1,0,1,6,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,103,500,0,1,1,9,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,104,1524,0,0,0,7,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,105,592,0,1,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,106,452,0,0,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,107,420,0,1,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,108,679,1,0,1,6,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,109,622,1,0,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,110,595,0,0,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,111,532,0,1,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,112,624,1,0,1,5,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,113,1059,0,0,1,7,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,114,374,0,0,1,7,0.933333333333,15.0,139
76041,14bdbae34d6ec9f06690,3,0,1,115,539,0,1,1,4,0.933333333333,15.0,139
76062,d0b66c2306c3bb6e5006,4,1,1,101,1771,0,0,1,7,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,102,707,1,0,1,6,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,103,1193,1,0,1,6,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,104,932,0,0,1,5,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,105,995,0,0,1,5,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,106,773,0,1,1,4,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,107,935,1,0,1,5,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,108,1344,0,1,1,10,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,109,770,0,0,1,5,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,110,2978,0,0,1,7,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,111,799,1,0,1,5,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,112,2714,1,0,1,7,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,113,1145,0,1,1,4,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,114,1232,0,1,1,4,1.0,15.0,147
76062,d0b66c2306c3bb6e5006,4,1,1,115,1283,0,1,1,4,1.0,15.0,147
76078,ea11538b2cac3118d30d,3,0,1,101,1195,0,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,102,864,0,1,1,5,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,103,575,0,1,1,10,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,104,768,1,0,1,5,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,105,599,0,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,106,711,1,0,1,6,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,107,592,0,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,108,669,0,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,109,625,0,1,1,5,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,110,514,0,1,1,4,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,111,1216,1,0,0,9,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,112,523,0,1,1,4,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,113,730,1,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,114,960,0,0,1,7,0.933333333333,15.0,256
76078,ea11538b2cac3118d30d,3,0,1,115,696,1,0,1,8,0.933333333333,15.0,256
76109,7eb323ea031421a39de1,3,0,1,101,1657,1,0,1,4,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,102,736,0,0,1,6,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,103,1439,1,0,1,8,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,104,626,0,1,1,5,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,105,578,0,0,1,7,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,106,515,0,1,1,4,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,107,493,0,1,1,4,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,108,623,0,1,1,10,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,109,583,1,0,1,6,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,110,941,1,0,1,8,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,111,598,0,0,1,5,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,112,887,0,0,1,5,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,113,894,1,0,1,6,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,114,571,0,0,1,6,1.0,15.0,191
76109,7eb323ea031421a39de1,3,0,1,115,787,0,1,1,9,1.0,15.0,191
76162,4a59e94da1bb62688a38,3,0,1,101,3203,0,0,1,7,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,102,916,1,0,1,6,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,103,860,0,0,1,7,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,104,1149,1,0,1,7,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,105,816,0,1,1,4,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,106,803,0,1,1,4,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,107,673,0,0,1,6,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,108,997,1,0,1,8,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,109,846,1,0,1,6,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,110,854,0,0,1,6,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,111,2099,0,0,0,6,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,112,1195,0,1,1,9,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,113,1067,0,1,1,4,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,114,817,0,1,1,9,0.933333333333,15.0,337
76162,4a59e94da1bb62688a38,3,0,1,115,607,1,0,1,5,0.933333333333,15.0,337
76173,4a59e94da1bb62688a38,3,0,1,101,597,0,1,1,9,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,102,809,0,0,1,7,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,103,664,0,0,1,6,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,104,721,1,0,1,7,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,105,1315,1,0,1,8,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,106,1248,0,1,1,10,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,107,644,0,1,1,4,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,108,745,0,1,1,4,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,109,545,1,0,1,8,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,110,603,0,0,1,6,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,111,1408,0,1,1,5,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,112,939,0,0,1,5,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,113,654,1,0,1,4,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,114,957,0,0,1,7,1.0,15.0,
76173,4a59e94da1bb62688a38,3,0,1,115,695,1,0,1,4,1.0,15.0,
76190,95c39a9ec40e7000150c,3,0,1,101,1101,0,0,1,6,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,102,1353,1,0,1,7,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,103,1298,0,0,1,7,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,104,1081,0,1,1,9,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,105,986,1,0,1,5,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,106,1103,1,0,1,9,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,107,1009,1,0,1,8,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,108,1093,0,1,1,4,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,109,1169,0,1,1,10,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,110,1452,0,0,0,7,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,111,669,0,0,1,6,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,112,1175,0,1,1,10,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,113,1100,1,0,1,4,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,114,1128,0,0,1,7,0.933333333333,15.0,242
76190,95c39a9ec40e7000150c,3,0,1,115,1227,0,1,1,10,0.933333333333,15.0,242
76203,5b4bb1674e9a93f9c292,,0,1,101,1520,0,1,1,4,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,102,699,0,0,1,6,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,103,916,1,0,1,6,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,104,972,0,0,1,5,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,105,1570,0,0,1,6,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,106,957,1,0,1,5,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,107,1163,1,0,1,4,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,108,825,1,0,1,6,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,109,981,1,0,1,5,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,110,662,0,1,1,9,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,111,2070,0,1,1,10,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,112,542,0,0,1,7,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,113,923,0,1,1,4,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,114,715,0,0,1,7,1.0,15.0,
76203,5b4bb1674e9a93f9c292,,0,1,115,1058,0,1,1,4,1.0,15.0,
76214,525b589be1c8a48d0bf7,,1,1,101,1662,0,0,1,6,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,102,832,0,0,1,5,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,103,1086,1,0,0,7,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,104,2011,0,1,0,10,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,105,1334,1,0,1,5,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,106,989,0,1,1,4,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,107,4983,0,0,1,6,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,108,2137,0,1,1,10,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,109,1094,0,0,1,6,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,110,2367,1,0,1,7,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,111,1832,1,0,1,10,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,112,1566,0,0,1,6,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,113,941,1,0,1,6,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,114,2787,0,1,1,4,0.866666666667,15.0,367
76214,525b589be1c8a48d0bf7,,1,1,115,1530,0,1,1,5,0.866666666667,15.0,367
